UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,temp_diff,torque_speed_interaction,Temperature Difference,Status
44,H29457,H,-0.6024172079894964,-0.5429545740840913,-0.9302801711480313,0.8540046429412019,0.18929799756756668,0,No Failure,0.05946263390540507,-0.7944635853965547,0.05946263390540507,Safe
45,M14904,M,-0.6024172079894964,-0.61035545968962,-0.37247832115391877,0.7536879961136456,0.2678514034799107,0,No Failure,-0.007938251700123633,-0.28073243946627197,-0.007938251700123633,Safe
46,L47225,L,-0.6024172079894964,-0.61035545968962,-0.2776520066549197,0.9141946310377358,0.3149834470273171,0,No Failure,-0.007938251700123633,-0.25382797378078126,-0.007938251700123633,Safe
47,M14906,M,-0.652413241617146,-0.677756345295187,1.6969665423242386,-1.4231832400443263,0.3464048093922547,0,No Failure,-0.025343103678041046,-2.415094341951827,-0.025343103678041046,Warning
48,L47227,L,-0.6024172079894964,-0.61035545968962,-0.6736913201507395,0.6333080199205777,0.3935368529396611,0,No Failure,-0.007938251700123633,-0.4266541160023448,-0.007938251700123633,Safe
49,H29462,H,-0.6024172079894964,-0.5429545740840913,-0.6346451906511517,1.3957145358100058,0.4249582153045987,0,No Failure,0.05946263390540507,-0.8857835176737248,0.05946263390540507,Warning
50,M14909,M,-0.5524211743618752,-0.5429545740840913,-0.7071594311503863,0.4126113968999543,0.5035116212169427,0,No Failure,0.009466600277783899,-0.29178204071793795,0.009466600277783899,Safe
51,L47230,L,-0.5524211743618752,-0.61035545968962,7.375389375264303,-3.54989615278852,0.5506436647643491,1,Power Failure,-0.057934285327744806,-26.181866368568077,-0.057934285327744806,Warning
52,L47231,L,-0.5524211743618752,-0.61035545968962,-0.8689219676486789,1.496031182637562,0.5820650271292868,0,No Failure,-0.057934285327744806,-1.2999343588812104,-0.057934285327744806,Warning
53,H29466,H,-0.6024172079894964,-0.677756345295187,-0.23302785865539066,0.382516402851687,0.6134863894942243,0,No Failure,-0.07533913730569064,-0.08913697825709138,-0.07533913730569064,Safe
54,L47233,L,-0.652413241617146,-0.677756345295187,0.14627739934060582,-0.49023842454805255,0.6920397954065683,0,No Failure,-0.025343103678041046,-0.07171080179972494,-0.025343103678041046,Safe
55,L47234,L,-0.652413241617146,-0.677756345295187,0.8491077303331875,-0.991821658685834,0.723461157771506,0,No Failure,-0.025343103678041046,-0.8421634375020259,-0.025343103678041046,Safe
56,L47235,L,-0.6024172079894964,-0.61035545968962,-0.1493575811562738,0.07153479768626296,0.7548825201364435,0,No Failure,-0.007938251700123633,-0.010684264350923647,-0.007938251700123633,Safe
57,L47236,L,-0.6024172079894964,-0.61035545968962,-0.3445882286542132,0.24207309729310825,0.7863038825013812,0,No Failure,-0.007938251700123633,-0.08341553980107118,-0.007938251700123633,Safe
58,L47237,L,-0.6024172079894964,-0.61035545968962,-0.14377956265633265,0.03140813895523986,0.8177252448663187,0,No Failure,-0.007938251700123633,-0.0045158484828337125,-0.007938251700123633,Safe
59,M14918,M,-0.6024172079894964,-0.677756345295187,0.6817671753349538,-1.0520116467823681,0.8491466072312563,0,No Failure,-0.07533913730569064,-0.7172270088462882,-0.07533913730569064,Safe
60,L47239,L,-0.6024172079894964,-0.61035545968962,-0.8968120601483845,1.445872859223784,0.8962786507786628,0,No Failure,-0.007938251700123633,-1.2966762175931168,-0.007938251700123633,Warning
61,L47240,L,-0.6024172079894964,-0.61035545968962,-0.8131417826492676,1.265302894934183,0.9277000131436004,0,No Failure,-0.007938251700123633,-1.0288706515780606,-0.007938251700123633,Warning
62,M14921,M,-0.6024172079894964,-0.677756345295187,0.2968838988390162,-0.17925681938262783,0.9591213755085379,0,No Failure,-0.07533913730569064,-0.053218463431795884,-0.07533913730569064,Safe
63,L47242,L,-0.6024172079894964,-0.677756345295187,1.618874283325063,-1.7141015158442399,1.0062534190559445,0,No Failure,-0.07533913730569064,-2.774914863008748,-0.07533913730569064,Warning
64,M14923,M,-0.5524211743618752,-0.677756345295187,1.5240479688260637,-1.4131515753615709,1.037674781420882,0,No Failure,-0.1253351709333118,-2.153710788073154,-0.1253351709333118,Warning
65,L47244,L,-0.5024251407342256,-0.61035545968962,-0.08799937765692141,-0.13913016065160544,1.0848068249682883,0,No Failure,-0.1079303189553944,0.012243367550648775,-0.1079303189553944,Warning
66,L47245,L,-0.5024251407342256,-0.61035545968962,-0.8075637641493265,0.5129280437275106,1.116228187333226,0,No Failure,-0.1079303189553944,-0.41422210173033874,-0.1079303189553944,Warning
67,M14926,M,-0.5524211743618752,-0.7451572309007539,0.782171508333894,-1.1322649642444131,1.1476495496981636,0,No Failure,-0.1927360565388787,-0.8856253949166752,-0.1927360565388787,Warning
68,H29481,H,-0.6024172079894964,-0.7451572309007539,-0.4059464321535655,0.4126113968999543,1.19478159324557,0,No Failure,-0.14274002291125754,-0.1674981244374352,-0.14274002291125754,Warning
69,L47248,L,-0.6024172079894964,-0.7451572309007539,-0.06568730365715691,-0.7610933709824549,1.273334999157914,0,No Failure,-0.14274002291125754,0.04999417137117369,-0.14274002291125754,Warning
70,L47249,L,-0.5524211743618752,-0.677756345295187,-0.7183154681502685,2.5794509683751707,1.3047563615228517,1,Power Failure,-0.1253351709333118,-1.8528595299190742,-0.1253351709333118,Warning
71,M14930,M,-0.5524211743618752,-0.677756345295187,2.14878604081947,-1.7441965098925065,1.3361777238877892,0,No Failure,-0.1253351709333118,-3.7479051129030565,-0.1253351709333118,Warning
72,L47251,L,-0.5524211743618752,-0.61035545968962,-0.4840386911527413,0.5530547024585329,1.3833097674351955,0,No Failure,-0.057934285327744806,-0.2676998743138971,-0.057934285327744806,Warning
73,L47252,L,-0.5524211743618752,-0.61035545968962,-0.9470142266478546,0.4427063909482209,1.4147311298001333,0,No Failure,-0.057934285327744806,-0.4192492504558922,-0.057934285327744806,Warning
74,L47253,L,-0.5024251407342256,-0.61035545968962,0.2968838988390162,-0.5002700892308083,1.4461524921650708,0,No Failure,-0.1079303189553944,-0.14852213456338492,-0.1079303189553944,Warning
75,L47254,L,-0.5524211743618752,-0.677756345295187,0.34708606533848635,-0.7711250356652106,1.4775738545300083,0,No Failure,-0.1253351709333118,-0.26764675451303793,-0.1253351709333118,Warning
76,L47255,L,-0.6024172079894964,-0.7451572309007539,-0.8912340416484434,0.6734346786516008,1.508995216894946,0,No Failure,-0.14274002291125754,-0.6001879104408869,-0.14274002291125754,Warning
77,L47256,L,-0.6024172079894964,-0.7451572309007539,-0.43383652465327116,0.793814654844668,1.5404165792598836,0,No Failure,-0.14274002291125754,-0.34438579107664674,-0.14274002291125754,Warning
78,L47257,L,-0.6024172079894964,-0.7451572309007539,-0.4673046356529179,0.13172478578279617,1.5718379416248212,1,Tool Wear Failure,-0.14274002291125754,-0.06155560302668823,-0.14274002291125754,Warning
79,L47258,L,-0.6024172079894964,-0.7451572309007539,-0.785251690149562,1.1549545834238708,-1.6959837443286896,0,No Failure,-0.14274002291125754,-0.9069300386795778,-0.14274002291125754,Warning
80,L47259,L,-0.6024172079894964,-0.7451572309007539,-0.7629396161497976,-0.20935181343089515,-1.6645623819637518,0,No Failure,-0.14274002291125754,0.1597227921792312,-0.14274002291125754,Safe
81,H29494,H,-0.6024172079894964,-0.8125581165062826,-0.5230848206523292,0.9944479484997806,-1.6331410195988143,0,No Failure,-0.21014090851678624,-0.5201806267890844,-0.21014090851678624,Safe
82,L47261,L,-0.5524211743618752,-0.7451572309007539,-0.49519472815262355,0.7536879961136456,-1.5545876136864702,0,No Failure,-0.1927360565388787,-0.37322232234739233,-0.1927360565388787,Safe
83,L47262,L,-0.5524211743618752,-0.7451572309007539,-0.4784606726528002,0.08156646236901802,-1.5231662513215327,0,No Failure,-0.1927360565388787,-0.039026344450989674,-0.1927360565388787,Safe
84,L47263,L,-0.5024251407342256,-0.677756345295187,-0.38921237665374214,0.011344809589729025,-1.491744888956595,0,No Failure,-0.1753312045609614,-0.004415540303102599,-0.1753312045609614,Safe
85,L47264,L,-0.5524211743618752,-0.7451572309007539,-0.651379246150975,0.7637196607964014,-1.4603235265916574,0,No Failure,-0.1927360565388787,-0.49747113692023825,-0.1927360565388787,Safe
86,M14945,M,-0.5024251407342256,-0.677756345295187,1.4794238208265347,-1.32286659321677,-1.42890216422672,0,No Failure,-0.1753312045609614,-1.9570803497805351,-0.1753312045609614,Warning
87,H29500,H,-0.5024251407342256,-0.677756345295187,-0.5732869871517993,0.3925480675344427,-1.3817701206793134,0,No Failure,-0.1753312045609614,-0.2250426989490817,-0.1753312045609614,Safe
88,L47267,L,-0.5024251407342256,-0.677756345295187,0.029139010841842207,-0.8212833590789884,-1.3032167147669695,0,No Failure,-0.1753312045609614,-0.02393138470442723,-0.1753312045609614,Safe
89,M14948,M,-0.5024251407342256,-0.677756345295187,-0.6681133016507984,0.5229597084102664,-1.2717953524020318,0,No Failure,-0.1753312045609614,-0.34939633741632187,-0.1753312045609614,Safe
90,M14949,M,-0.5524211743618752,-0.7451572309007539,-0.2888080436548019,-0.04884517850680491,-1.2246633088546255,0,No Failure,-0.1927360565388787,0.014106880446519903,-0.1927360565388787,Safe
91,L47270,L,-0.5524211743618752,-0.7451572309007539,1.1949448773295372,-1.4231832400443263,-1.177531265307219,0,No Failure,-0.1927360565388787,-1.7006255221922209,-0.1927360565388787,Warning
92,L47271,L,-0.5524211743618752,-0.7451572309007539,1.6244523018250039,-1.5134682221891271,-1.1461099029422814,0,No Failure,-0.1927360565388787,-2.458556937274124,-0.1927360565388787,Warning
93,M14952,M,-0.5524211743618752,-0.7451572309007539,1.049916396331068,-1.2927715991685031,-1.114688540577344,0,No Failure,-0.1927360565388787,-1.3573020986781468,-0.1927360565388787,Warning
94,L47273,L,-0.452429107106576,-0.677756345295187,-0.49519472815262355,0.3022630853896422,-1.0675564970299374,0,No Failure,-0.225327238188611,-0.1496790864000971,-0.225327238188611,Safe
95,L47274,L,-0.5024251407342256,-0.7451572309007539,0.46422445383725,-0.811251694396233,-1.0361351346649998,0,No Failure,-0.2427320901665283,-0.3766028747556349,-0.2427320901665283,Safe
96,M14955,M,-0.5024251407342256,-0.677756345295187,-1.0474185596467949,1.2251762362031606,-1.0047137723000623,0,No Failure,-0.1753312045609614,-1.283272328637396,-0.1753312045609614,Warning
97,M14956,M,-0.5024251407342256,-0.677756345295187,0.20205758434001708,-0.4701750951825417,-0.9575817287526558,0,No Failure,-0.1753312045609614,-0.09500244394942198,-0.1753312045609614,Safe
98,M14957,M,-0.5524211743618752,-0.7451572309007539,1.178210821829714,-1.0118849880513456,-0.9104496852052494,0,No Failure,-0.1927360565388787,-1.1922138433691263,-0.1927360565388787,Warning
99,L47278,L,-0.5524211743618752,-0.8125581165062826,-0.05453126665727467,-0.7309983769341876,-0.863317641657843,0,No Failure,-0.2601369421444074,0.03986226741863316,-0.2601369421444074,Safe
100,L47279,L,-0.6024172079894964,-0.8125581165062826,-0.08799937765692141,0.4427063909482209,-0.8318962792929054,0,No Failure,-0.21014090851678624,-0.03895788688818518,-0.21014090851678624,Safe
101,L47280,L,-0.6024172079894964,-0.7451572309007539,1.7471687088237087,-1.5034365575063715,-0.8004749169279678,0,No Failure,-0.14274002291125754,-2.6267573089767686,-0.14274002291125754,Warning
102,L47281,L,-0.6024172079894964,-0.8125581165062826,2.522513280315525,-1.9347981388648636,-0.7690535545630302,0,No Failure,-0.21014090851678624,-4.88055400001638,-0.21014090851678624,Warning
103,L47282,L,-0.6024172079894964,-0.8125581165062826,0.09049721434119458,0.06150313300350718,-0.7376321921980926,0,No Failure,-0.21014090851678624,0.005565862210073388,-0.21014090851678624,Safe
104,M14963,M,-0.6024172079894964,-0.8125581165062826,-0.5453968946520936,0.05147146832075141,-0.706210829833155,0,No Failure,-0.21014090851678624,-0.02807237898532143,-0.21014090851678624,Safe
105,L47284,L,-0.6024172079894964,-0.8799590021118496,-0.49519472815262355,0.3423897441206646,-0.6590787862857486,0,No Failure,-0.27754179412235325,-0.16954959626207883,-0.27754179412235325,Safe
106,L47285,L,-0.6024172079894964,-0.8799590021118496,0.29130588033907506,-0.8915050118582778,-0.627657423920811,0,No Failure,-0.27754179412235325,-0.25970065230607314,-0.27754179412235325,Safe
107,L47286,L,-0.6024172079894964,-0.8799590021118496,-0.5230848206523292,0.8540046429412019,-0.5962360615558734,0,No Failure,-0.27754179412235325,-0.44671686548915507,-0.27754179412235325,Safe
108,M14967,M,-0.6024172079894964,-0.8125581165062826,-0.23302785865539066,0.6834663433343559,-0.5648146991909357,0,No Failure,-0.21014090851678624,-0.15926669845023497,-0.21014090851678624,Safe
109,H29522,H,-0.5524211743618752,-0.8125581165062826,0.4586464353373088,-0.7309983769341876,-0.5176826556435293,0,No Failure,-0.2601369421444074,-0.3352697998182235,-0.2601369421444074,Safe
110,L47289,L,-0.5524211743618752,-0.8799590021118496,0.1853235288401937,-0.5905550713756088,-0.4391292497311854,0,No Failure,-0.3275378277499744,-0.10944374980180029,-0.3275378277499744,Safe
111,L47290,L,-0.6024172079894964,-0.9473598877173782,1.8587290788225312,-1.7542281745752621,-0.40770788736624775,0,No Failure,-0.34494267972788184,-3.2606349189728077,-0.34494267972788184,Warning
112,H29525,H,-0.652413241617146,-0.9473598877173782,-0.22187182165550842,0.3524214088034203,-0.37628652500131016,0,No Failure,-0.29494664610023225,-0.0781923799616155,-0.29494664610023225,Safe
113,M14972,M,-0.6024172079894964,-0.8799590021118496,-0.22744984015544953,-0.04884517850680491,-0.29773311908896616,0,No Failure,-0.27754179412235325,0.011109828043737176,-0.27754179412235325,Safe
114,M14973,M,-0.6024172079894964,-0.9473598877173782,-0.29438606215474306,0.1919147738793301,-0.25060107554155975,0,No Failure,-0.34494267972788184,-0.056497034551653925,-0.34494267972788184,Safe
115,L47294,L,-0.6024172079894964,-0.9473598877173782,0.7877495268338351,-1.0620433114651238,-0.20346903199415334,0,No Failure,-0.34494267972788184,-0.8366241160836907,-0.34494267972788184,Safe
116,L47295,L,-0.6024172079894964,-0.9473598877173782,-0.6011770796515049,0.5731180318240445,-0.17204766962921575,0,No Failure,-0.34494267972788184,-0.34454542466759736,-0.34494267972788184,Safe
117,L47296,L,-0.5524211743618752,-0.8799590021118496,0.14069938084066472,-0.5905550713756088,-0.14062630726427813,0,No Failure,-0.3275378277499744,-0.08309073289486271,-0.3275378277499744,Safe
118,L47297,L,-0.6024172079894964,-0.9473598877173782,0.3359300283386041,-0.7009033828859209,-0.10920494489934053,0,No Failure,-0.34494267972788184,-0.23545449327549087,-0.34494267972788184,Safe
119,M14978,M,-0.6024172079894964,-0.9473598877173782,0.9383560263322456,-1.1924549523409467,-0.07778358253440293,0,No Failure,-0.34494267972788184,-1.118947290658858,-0.34494267972788184,Safe
120,L47299,L,-0.652413241617146,-1.0147607733229451,-0.4003684136536244,0.07153479768626296,-0.03065153898699653,0,No Failure,-0.36234753170579914,-0.028640273470682064,-0.36234753170579914,Safe
121,L47300,L,-0.5524211743618752,-0.8799590021118496,-0.5900210426516227,0.4728013849964882,0.0007698233779410749,0,No Failure,-0.3275378277499744,-0.2789627661427593,-0.3275378277499744,Safe
122,L47301,L,-0.5524211743618752,-0.8799590021118496,0.10723126984101795,0.12169312110004112,0.03219118574287868,0,No Failure,-0.3275378277499744,0.013049307906474185,-0.3275378277499744,Safe
123,L47302,L,-0.5024251407342256,-0.8125581165062826,-1.276117318144381,1.074701265961826,0.06361254810781627,0,No Failure,-0.310132975772057,-1.3714448973255766,-0.310132975772057,Warning
124,L47303,L,-0.5524211743618752,-0.8799590021118496,0.040295047841724455,0.3423897441206646,0.09503391047275388,0,No Failure,-0.3275378277499744,0.013796611119857975,-0.3275378277499744,Safe
125,L47304,L,-0.5524211743618752,-0.8799590021118496,1.049916396331068,-1.0620433114651238,0.12645527283769148,0,No Failure,-0.3275378277499744,-1.1150566863209768,-0.3275378277499744,Warning
126,L47305,L,-0.5524211743618752,-0.9473598877173782,0.11838730684090021,-0.7811567003479657,0.1578766352026291,0,No Failure,-0.394938713355503,-0.09247903797491976,-0.394938713355503,Safe
127,L47306,L,-0.5024251407342256,-0.9473598877173782,-1.1701349666454997,2.0578044048718778,0.18929799756756668,0,No Failure,-0.4449347469831526,-2.407908888657717,-0.4449347469831526,Warning
128,L47307,L,-0.5524211743618752,-0.9473598877173782,-0.7015814126504452,0.6533713492860893,0.2207193599325043,0,No Failure,-0.394938713355503,-0.45839319421746194,-0.394938713355503,Safe
129,L47308,L,-0.5024251407342256,-0.9473598877173782,0.2689938063393106,-0.13913016065160544,0.2521407222974419,0,No Failure,-0.4449347469831526,-0.03742515149027512,-0.4449347469831526,Safe
130,L47309,L,-0.5524211743618752,-1.0147607733229451,0.11280928834095907,-0.570491742010098,0.2835620846623795,0,No Failure,-0.4623395989610699,-0.06435676742055318,-0.4623395989610699,Safe
131,L47310,L,-0.6024172079894964,-1.0821616589285121,-0.36690030265397766,0.11166145641728534,0.3149834470273171,0,No Failure,-0.47974445093901574,-0.04096862215428593,-0.47974445093901574,Safe
132,L47311,L,-0.6024172079894964,-1.0821616589285121,1.1056965813304793,-1.2325816110719694,0.3464048093922547,0,No Failure,-0.47974445093901574,-1.362861273573091,-0.47974445093901574,Warning
133,M14992,M,-0.652413241617146,-1.0821616589285121,-0.5453968946520936,0.3223264147551537,0.3778261717571923,0,No Failure,-0.42974841731136615,-0.1757958256718036,-0.42974841731136615,Safe
134,M14993,M,-0.652413241617146,-1.0821616589285121,-0.606755098151446,0.964352954451514,0.4249582153045987,0,No Failure,-0.42974841731136615,-0.5851260715308654,-0.42974841731136615,Safe
135,L47314,L,-0.6024172079894964,-1.0821616589285121,-0.9470142266478546,1.3054295536652054,0.4720902588520051,0,No Failure,-0.47974445093901574,-1.2362603592075085,-0.47974445093901574,Warning
136,M14995,M,-0.6024172079894964,-1.0147607733229451,0.9606681003320101,-1.1523282936099244,0.5035116212169427,0,No Failure,-0.41234356533344874,-1.1070050327810728,-0.41234356533344874,Safe
137,H29550,H,-0.652413241617146,-1.0147607733229451,-0.6625352831508573,0.5731180318240445,0.5506436647643491,0,No Failure,-0.36234753170579914,-0.3797109174934054,-0.36234753170579914,Safe
138,L47317,L,-0.652413241617146,-0.9473598877173782,-1.3486315586436157,1.5361578413685846,0.6291970706766932,0,No Failure,-0.29494664610023225,-2.0717109439275263,-0.29494664610023225,Warning
139,H29552,H,-0.6024172079894964,-0.9473598877173782,-0.5007727466525647,0.9442896250860024,0.6606184330416307,0,No Failure,-0.34494267972788184,-0.472874509189838,-0.34494267972788184,Safe
140,L47319,L,-0.6024172079894964,-0.9473598877173782,-1.5103940951419084,1.5863161647823627,0.7391718389539748,0,No Failure,-0.34494267972788184,-2.395962568315439,-0.34494267972788184,Warning
141,L47320,L,-0.6024172079894964,-0.9473598877173782,-0.15493559965621492,-0.38992177772049624,0.7705932013189124,0,No Failure,-0.34494267972788184,0.06041276445014243,-0.34494267972788184,Safe
142,L47321,L,-0.652413241617146,-1.0147607733229451,0.029139010841842207,-0.48020675986529676,0.8020145636838499,0,No Failure,-0.36234753170579914,-0.0139927499820408,-0.36234753170579914,Safe
143,M15002,M,-0.7024092752447672,-1.0821616589285121,1.3343953398280655,-1.1824232876581913,0.8334359260487876,0,No Failure,-0.379752383683745,-1.5778201247552706,-0.379752383683745,Warning
